index,pool,library_id,library_name,network,attraction_slug,attraction_rawslug,source_url,pass_form,expected_verdict,structured_requires_own_card,structured_residency,prober_card,probe_verdict,probe_url,probe_date,status,issue
1,s1_minuteman,framingham,Framingham Public Library,Minuteman,new-england-botanic-garden-at-tower-hill,new-england-botanic-garden-at-tower-hill,https://framinghamlibrary.assabetinteractive.com/museum-passes/by-museum/new-england-botanic-garden-at-tower-hill/,physical_circ,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://framinghamlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/28/new-england-botanic-garden-at-tower-hill/,2026-may/28,conclusive,<urlopen error [WinError 10054] 远程主机强迫关闭了一个现有的连接。>
2,s1_minuteman,medford,Medford Public Library,Minuteman,trustees-of-reservations,the-trustees-of-the-reservations,https://medfordlibrary.assabetinteractive.com/museum-passes/by-museum/the-trustees-of-the-reservations/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://medfordlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/28/the-trustees-of-the-reservations/,2026-may/28,conclusive,
3,s1_minuteman,wayland,Wayland Free Public Library,Minuteman,gore-place,gore-place,https://waylandlibrary.assabetinteractive.com/museum-passes/by-museum/gore-place/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://waylandlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/gore-place/,2026-may/27,conclusive,
4,s1_minuteman,wayland,Wayland Free Public Library,Minuteman,jfk-library,john-f-kennedy-library-and-museum,https://waylandlibrary.assabetinteractive.com/museum-passes/by-museum/john-f-kennedy-library-and-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://waylandlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/john-f-kennedy-library-and-museum/,2026-may/27,conclusive,
5,s1_minuteman,natick,Morse Institute Library,Minuteman,new-england-aquarium,new-england-aquarium,https://morseinstitute.assabetinteractive.com/museum-passes/by-museum/new-england-aquarium/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://morseinstitute.assabetinteractive.com/museum-passes/by-date/2026-may/27/new-england-aquarium/,2026-may/27,conclusive,
6,s1_minuteman,sudbury,Goodnow Library,Minuteman,ica-boston,institute-of-contemporary-art-boston,https://goodnowlibrary.assabetinteractive.com/museum-passes/by-museum/institute-of-contemporary-art-boston/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://goodnowlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/28/institute-of-contemporary-art-boston/,2026-may/28,conclusive,
7,s1_minuteman,concord,Concord Free Public Library,Minuteman,ica-boston,institute-of-contemporary-art-boston,https://concordlibrary.assabetinteractive.com/museum-passes/by-museum/institute-of-contemporary-art-boston/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://concordlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/institute-of-contemporary-art-boston/,2026-may/27,conclusive,
8,s1_minuteman,weston,Weston Public Library,Minuteman,old-sturbridge-village,old-sturbridge-village,https://westonlibrary.assabetinteractive.com/museum-passes/by-museum/old-sturbridge-village/,physical_circ,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://westonlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/28/old-sturbridge-village/,2026-may/28,conclusive,
9,s1_minuteman,belmont,Belmont Public Library,Minuteman,isabella-stewart-gardner-museum,isabella-stewart-gardner-museum,https://belmontpubliclibrary.assabetinteractive.com/museum-passes/by-museum/isabella-stewart-gardner-museum/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident somerville card (same Minuteman network) blocked at card-validation""}",somerville,unknown,https://belmontpubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/30/isabella-stewart-gardner-museum/,2026-may/30,no_conclusive_date,Could not reach a conclusive card-validation result on a future available date.
10,s1_minuteman,lexington,Cary Memorial Library,Minuteman,trustees-of-reservations,the-trustees-of-the-reservations,https://carylibrary.assabetinteractive.com/museum-passes/by-museum/the-trustees-of-the-reservations/,physical_coupon,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident somerville card (same Minuteman network) blocked at card-validation""}",somerville,rejected_resident,https://carylibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/the-trustees-of-the-reservations/,2026-may/27,conclusive,
11,s1_minuteman,carlisle,Gleason Public Library,Minuteman,ma-state-parks,massachusetts-state-parks-department-of-conservation-and-recreation,https://gleasonlibrary.assabetinteractive.com/museum-passes/by-museum/massachusetts-state-parks-department-of-conservation-and-recreation/,physical_circ,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident somerville card (same Minuteman network) blocked at card-validation""}",somerville,rejected_resident,https://gleasonlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/massachusetts-state-parks-department-of-conservation-and-recreation/,2026-may/27,conclusive,
12,s1_minuteman,weston,Weston Public Library,Minuteman,boston-childrens-museum,boston-childrens-museum,https://westonlibrary.assabetinteractive.com/museum-passes/by-museum/boston-childrens-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://westonlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/28/boston-childrens-museum/,2026-may/28,conclusive,
13,s2_noble,lynn,Lynn Public Library,NOBLE,zoo-new-england,zoo-new-england,https://lynnpubliclibrary.assabetinteractive.com/museum-passes/by-museum/zoo-new-england/,physical_coupon,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident wakefield card (same NOBLE network) blocked at card-validation""}",wakefield,rejected_resident,https://lynnpubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/zoo-new-england/,2026-may/27,conclusive,
14,s2_noble,everett,Everett Public Libraries,NOBLE,ma-state-parks,massachusetts-state-parks-department-of-conservation-and-recreation,https://everettpubliclibraries.assabetinteractive.com/museum-passes/by-museum/massachusetts-state-parks-department-of-conservation-and-recreation/,physical_circ,,False,"{""restricted"": ""unknown"", ""scope"": null, ""source"": null, ""evidence"": null}",wakefield,format_error,https://everettpubliclibraries.assabetinteractive.com/museum-passes/by-date/2026-may/30/massachusetts-state-parks-department-of-conservation-and-recreation/,2026-may/30,no_conclusive_date,Could not reach a conclusive card-validation result on a future available date.
15,s2_noble,peabody,Peabody Institute Library,NOBLE,mass-audubon,mass-audubon,https://peabodylibrary.assabetinteractive.com/museum-passes/by-museum/mass-audubon/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://peabodylibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/mass-audubon/,2026-may/27,conclusive,
16,s2_noble,stoneham,Stoneham Public Library,NOBLE,the-discovery-museums,the-discovery-museums,https://stonehamlibrary.assabetinteractive.com/museum-passes/by-museum/the-discovery-museums/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://stonehamlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/the-discovery-museums/,2026-may/27,conclusive,
17,s2_noble,lynnfield,Lynnfield Public Library,NOBLE,harvard-museum-of-natural-history,harvard-museum-of-natural-history,https://lynnfieldlibrary.assabetinteractive.com/museum-passes/by-museum/harvard-museum-of-natural-history/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://lynnfieldlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/harvard-museum-of-natural-history/,2026-may/27,conclusive,
18,s2_noble,reading,Reading Public Library,NOBLE,zoo-new-england,zoo-new-england,https://readingpl.assabetinteractive.com/museum-passes/by-museum/zoo-new-england/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://readingpl.assabetinteractive.com/museum-passes/by-date/2026-may/27/zoo-new-england/,2026-may/27,conclusive,
19,s2_noble,saugus,Saugus Public Library,NOBLE,boston-childrens-museum,boston-childrens-museum,https://sauguspubliclibrary.assabetinteractive.com/museum-passes/by-museum/boston-childrens-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://sauguspubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/boston-childrens-museum/,2026-may/27,conclusive,
20,s2_noble,reading,Reading Public Library,NOBLE,historic-new-england,historic-new-england,https://readingpl.assabetinteractive.com/museum-passes/by-museum/historic-new-england/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://readingpl.assabetinteractive.com/museum-passes/by-date/2026-may/27/historic-new-england/,2026-may/27,conclusive,
21,s2_noble,reading,Reading Public Library,NOBLE,new-england-aquarium,new-england-aquarium,https://readingpl.assabetinteractive.com/museum-passes/by-museum/new-england-aquarium/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://readingpl.assabetinteractive.com/museum-passes/by-date/2026-may/27/new-england-aquarium/,2026-may/27,conclusive,
22,s2_noble,wakefield,Lucius Beebe Memorial Library,NOBLE,zoo-new-england,zoo-new-england,https://wakefieldlibrary.assabetinteractive.com/museum-passes/by-museum/zoo-new-england/,physical_coupon,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident reading card (same NOBLE network) blocked at card-validation""}",reading,rejected_resident,https://wakefieldlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/zoo-new-england/,2026-may/27,conclusive,
23,s2_noble,danvers,Peabody Institute Library of Danvers,NOBLE,griffin-museum-of-photography,griffin-museum-of-photography,https://danverslibrary.assabetinteractive.com/museum-passes/by-museum/griffin-museum-of-photography/,physical_circ,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://danverslibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/griffin-museum-of-photography/,2026-may/27,conclusive,
24,s2_noble,north-reading,Flint Memorial Library,NOBLE,ma-state-parks,massachusetts-state-parks-department-of-conservation-and-recreation,https://flintmemoriallibrary.assabetinteractive.com/museum-passes/by-museum/massachusetts-state-parks-department-of-conservation-and-recreation/,physical_circ,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident wakefield card (same NOBLE network) blocked at card-validation""}",wakefield,accepted,https://flintmemoriallibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/massachusetts-state-parks-department-of-conservation-and-recreation/,2026-may/27,conclusive,"Structured data expects rejected_resident, but live card validation returned accepted."
25,s3_mvlc,billerica,Billerica Public Library,MVLC,trustees-of-reservations,trustees-of-the-reservations,https://billericalibrary.assabetinteractive.com/museum-passes/by-museum/trustees-of-the-reservations/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://billericalibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/trustees-of-the-reservations/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
26,s3_mvlc,boxford,Boxford Town Library,MVLC,peabody-essex-museum,peabody-essex-museum,https://boxfordlibrary.assabetinteractive.com/museum-passes/by-museum/peabody-essex-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://boxfordlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/28/peabody-essex-museum/,2026-may/28,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
27,s3_mvlc,middleton,Flint Public Library,MVLC,real-pirates-salem,real-pirates-salem,https://flintlibrary.assabetinteractive.com/museum-passes/by-museum/real-pirates-salem/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://flintlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/real-pirates-salem/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
28,s3_mvlc,andover,Memorial Hall Library,MVLC,the-house-of-seven-gables,the-house-of-seven-gables,https://mhl.assabetinteractive.com/museum-passes/by-museum/the-house-of-seven-gables/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://mhl.assabetinteractive.com/museum-passes/by-date/2026-may/28/the-house-of-seven-gables/,2026-may/28,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
29,s3_mvlc,middleton,Flint Public Library,MVLC,sandmagination,sandmagination,https://flintlibrary.assabetinteractive.com/museum-passes/by-museum/sandmagination/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://flintlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/sandmagination/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
30,s3_mvlc,middleton,Flint Public Library,MVLC,north-shore-childrens-museum,north-shore-childrens-museum,https://flintlibrary.assabetinteractive.com/museum-passes/by-museum/north-shore-childrens-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://flintlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/north-shore-childrens-museum/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
31,s3_mvlc,boxford,Boxford Town Library,MVLC,museum-of-science,museum-of-science,https://boxfordlibrary.assabetinteractive.com/museum-passes/by-museum/museum-of-science/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://boxfordlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/museum-of-science/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
32,s3_mvlc,haverhill,Haverhill Public Library,MVLC,the-uss-constitution-museum,the-uss-constitution-museum,https://haverhillpl.assabetinteractive.com/museum-passes/by-museum/the-uss-constitution-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://haverhillpl.assabetinteractive.com/museum-passes/by-date/2026-may/28/the-uss-constitution-museum/,2026-may/28,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
33,s3_mvlc,north-andover,Stevens Memorial Library,MVLC,zoo-new-england,zoo-new-england,https://stevensmemlib.assabetinteractive.com/museum-passes/by-museum/zoo-new-england/,physical_coupon,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident wilmington card (same MVLC network) blocked at card-validation""}",wilmington,rejected_resident,https://stevensmemlib.assabetinteractive.com/museum-passes/by-date/2026-may/27/zoo-new-england/,2026-may/27,conclusive,
34,s3_mvlc,andover,Memorial Hall Library,MVLC,new-england-quilt-museum,new-england-quilt-museum,https://mhl.assabetinteractive.com/museum-passes/by-museum/new-england-quilt-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://mhl.assabetinteractive.com/museum-passes/by-date/2026-may/27/new-england-quilt-museum/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
35,s3_mvlc,chelmsford,Chelmsford Public Library,MVLC,plimoth-patuxet,plimoth-patuxet-museums,https://chelmsfordlibrary.assabetinteractive.com/museum-passes/by-museum/plimoth-patuxet-museums/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident wilmington card (same MVLC network) blocked at card-validation""}",wilmington,rejected_resident,https://chelmsfordlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/plimoth-patuxet-museums/,2026-may/27,conclusive,
36,s3_mvlc,north-andover,Stevens Memorial Library,MVLC,ma-state-parks,massachusetts-state-parks-department-of-conservation-and-recreation,https://stevensmemlib.assabetinteractive.com/museum-passes/by-museum/massachusetts-state-parks-department-of-conservation-and-recreation/,physical_circ,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident wilmington card (same MVLC network) blocked at card-validation""}",wilmington,rejected_resident,https://stevensmemlib.assabetinteractive.com/museum-passes/by-date/2026-may/27/massachusetts-state-parks-department-of-conservation-and-recreation/,2026-may/27,conclusive,
37,s5_noble_detail,saugus,Saugus Public Library,NOBLE,ma-state-parks,massachusetts-state-parks-department-of-conservation-and-recreation,https://sauguspubliclibrary.assabetinteractive.com/museum-passes/by-museum/massachusetts-state-parks-department-of-conservation-and-recreation/,physical_circ,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://sauguspubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/massachusetts-state-parks-department-of-conservation-and-recreation/,2026-may/27,conclusive,
38,s5_noble_detail,danvers,Peabody Institute Library of Danvers,NOBLE,the-childrens-piazza,the-childrens-piazza,https://danverslibrary.assabetinteractive.com/museum-passes/by-museum/the-childrens-piazza/,physical_coupon,,False,"{""restricted"": ""unknown"", ""scope"": null, ""source"": null, ""evidence"": null}",wakefield,accepted,https://danverslibrary.assabetinteractive.com/museum-passes/by-date/2026-june/01/the-childrens-piazza/,2026-june/01,conclusive,
39,s5_noble_detail,lynnfield,Lynnfield Public Library,NOBLE,zoo-new-england,zoo-new-england,https://lynnfieldlibrary.assabetinteractive.com/museum-passes/by-museum/zoo-new-england/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://lynnfieldlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/zoo-new-england/,2026-may/27,conclusive,
40,s5_noble_detail,danvers,Peabody Institute Library of Danvers,NOBLE,peabody-essex-museum,peabody-essex-museum,https://danverslibrary.assabetinteractive.com/museum-passes/by-museum/peabody-essex-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://danverslibrary.assabetinteractive.com/museum-passes/by-date/2026-may/28/peabody-essex-museum/,2026-may/28,conclusive,
41,s5_noble_detail,beverly,Beverly Public Library,NOBLE,isabella-stewart-gardner-museum,isabella-stewart-gardner-museum,https://beverlypubliclibrary.assabetinteractive.com/museum-passes/by-museum/isabella-stewart-gardner-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://beverlypubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/isabella-stewart-gardner-museum/,2026-may/27,conclusive,
42,s5_noble_detail,melrose,Melrose Public Library,NOBLE,the-uss-constitution-museum,the-uss-constitution-museum,https://melrosepubliclibrary.assabetinteractive.com/museum-passes/by-museum/the-uss-constitution-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://melrosepubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/the-uss-constitution-museum/,2026-may/27,conclusive,
43,s5_noble_detail,reading,Reading Public Library,NOBLE,the-uss-constitution-museum,the-uss-constitution-museum,https://readingpl.assabetinteractive.com/museum-passes/by-museum/the-uss-constitution-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://readingpl.assabetinteractive.com/museum-passes/by-date/2026-may/28/the-uss-constitution-museum/,2026-may/28,conclusive,
44,s5_noble_detail,lynn,Lynn Public Library,NOBLE,boston-harbor-island-ferry,boston-harbor-island-ferry,https://lynnpubliclibrary.assabetinteractive.com/museum-passes/by-museum/boston-harbor-island-ferry/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident wakefield card (same NOBLE network) blocked at card-validation""}",wakefield,rejected_resident,https://lynnpubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/boston-harbor-island-ferry/,2026-may/27,conclusive,
45,s5_noble_detail,wakefield,Lucius Beebe Memorial Library,NOBLE,isabella-stewart-gardner-museum,isabella-stewart-gardner-museum,https://wakefieldlibrary.assabetinteractive.com/museum-passes/by-museum/isabella-stewart-gardner-museum/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident reading card (same NOBLE network) blocked at card-validation""}",reading,rejected_resident,https://wakefieldlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/28/isabella-stewart-gardner-museum/,2026-may/28,conclusive,
46,s5_noble_detail,lynnfield,Lynnfield Public Library,NOBLE,trustees-of-reservations,the-trustees-of-the-reservations,https://lynnfieldlibrary.assabetinteractive.com/museum-passes/by-museum/the-trustees-of-the-reservations/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://lynnfieldlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/the-trustees-of-the-reservations/,2026-may/27,conclusive,
