index,pool,library_id,library_name,network,attraction_slug,attraction_rawslug,source_url,pass_form,expected_verdict,structured_requires_own_card,structured_residency,prober_card,probe_verdict,probe_url,probe_date,status,issue
47,s5_noble_detail,melrose,Melrose Public Library,NOBLE,peabody-essex-museum,peabody-essex-museum,https://melrosepubliclibrary.assabetinteractive.com/museum-passes/by-museum/peabody-essex-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://melrosepubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/29/peabody-essex-museum/,2026-may/29,conclusive,
48,s5_noble_detail,north-reading,Flint Memorial Library,NOBLE,butterfly-place,the-butterfly-place,https://flintmemoriallibrary.assabetinteractive.com/museum-passes/by-museum/the-butterfly-place/,physical_coupon,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident wakefield card (same NOBLE network) blocked at card-validation""}",wakefield,accepted,https://flintmemoriallibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/the-butterfly-place/,2026-may/27,conclusive,"Structured data expects rejected_resident, but live card validation returned accepted."
49,extra_assabet,saugus,Saugus Public Library,NOBLE,the-childrens-piazza,the-childrens-piazza,https://sauguspubliclibrary.assabetinteractive.com/museum-passes/by-museum/the-childrens-piazza/,digital_email,accepted,False,"{""restricted"": ""yes"", ""scope"": ""ma"", ""source"": ""catalog_text+booking_probe"", ""evidence"": ""ff admission price. Visitors must be Massachusetts residents to use this pass. | booking probe: same-network card accepted""}",wakefield,accepted,https://sauguspubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/28/the-childrens-piazza/,2026-may/28,conclusive,
50,extra_assabet,arlington,Robbins Library,Minuteman,ica-boston,institute-of-contemporary-art-boston,https://robbinslibrary.assabetinteractive.com/museum-passes/by-museum/institute-of-contemporary-art-boston/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://robbinslibrary.assabetinteractive.com/museum-passes/by-date/2026-may/28/institute-of-contemporary-art-boston/,2026-may/28,conclusive,
51,extra_assabet,tewksbury,Tewksbury Public Library,MVLC,new-england-botanic-garden-at-tower-hill,new-england-botanic-garden-at-tower-hill,https://tewksburypl.assabetinteractive.com/museum-passes/by-museum/new-england-botanic-garden-at-tower-hill/,physical_circ,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://tewksburypl.assabetinteractive.com/museum-passes/by-date/2026-may/27/new-england-botanic-garden-at-tower-hill/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
52,extra_assabet,billerica,Billerica Public Library,MVLC,the-discovery-museums,the-discovery-museums,https://billericalibrary.assabetinteractive.com/museum-passes/by-museum/the-discovery-museums/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://billericalibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/the-discovery-museums/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
53,extra_assabet,acton,Acton Memorial Library,Minuteman,peabody-essex-museum,peabody-essex-museum,https://actonmemoriallibrary.assabetinteractive.com/museum-passes/by-museum/peabody-essex-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://actonmemoriallibrary.assabetinteractive.com/museum-passes/by-date/2026-may/28/peabody-essex-museum/,2026-may/28,conclusive,
54,extra_assabet,lynnfield,Lynnfield Public Library,NOBLE,ma-state-parks,massachusetts-state-parks-department-of-conservation-and-recreation,https://lynnfieldlibrary.assabetinteractive.com/museum-passes/by-museum/massachusetts-state-parks-department-of-conservation-and-recreation/,physical_circ,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://lynnfieldlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/massachusetts-state-parks-department-of-conservation-and-recreation/,2026-may/27,conclusive,
55,extra_assabet,malden,Malden Public Library,MBLN,boston-childrens-museum,boston-childrens-museum,https://maldenpubliclibrary.assabetinteractive.com/museum-passes/by-museum/boston-childrens-museum/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident bpl card (same MBLN network) blocked at card-validation""}",bpl,rejected_resident,https://maldenpubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/boston-childrens-museum/,2026-may/27,conclusive,
56,extra_assabet,natick,Morse Institute Library,Minuteman,christian-science-plaza,christian-science-plaza,https://morseinstitute.assabetinteractive.com/museum-passes/by-museum/christian-science-plaza/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://morseinstitute.assabetinteractive.com/museum-passes/by-date/2026-may/27/christian-science-plaza/,2026-may/27,conclusive,
57,extra_assabet,danvers,Peabody Institute Library of Danvers,NOBLE,harvard-museums-of-science-and-culture,harvard-museums-of-science-and-culture,https://danverslibrary.assabetinteractive.com/museum-passes/by-museum/harvard-museums-of-science-and-culture/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://danverslibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/harvard-museums-of-science-and-culture/,2026-may/27,conclusive,
58,extra_assabet,watertown,Watertown Free Public Library,Minuteman,trustees-of-reservations,the-trustees-of-the-reservations,https://watertownlib.assabetinteractive.com/museum-passes/by-museum/the-trustees-of-the-reservations/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://watertownlib.assabetinteractive.com/museum-passes/by-date/2026-may/27/the-trustees-of-the-reservations/,2026-may/27,conclusive,
59,extra_assabet,haverhill,Haverhill Public Library,MVLC,harvard-museums-of-science-and-culture,harvard-museums-of-science-and-culture,https://haverhillpl.assabetinteractive.com/museum-passes/by-museum/harvard-museums-of-science-and-culture/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://haverhillpl.assabetinteractive.com/museum-passes/by-date/2026-may/27/harvard-museums-of-science-and-culture/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
60,extra_assabet,peabody,Peabody Institute Library,NOBLE,boston-childrens-museum,boston-childrens-museum,https://peabodylibrary.assabetinteractive.com/museum-passes/by-museum/boston-childrens-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://peabodylibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/boston-childrens-museum/,2026-may/27,conclusive,
61,extra_assabet,haverhill,Haverhill Public Library,MVLC,butterfly-place,the-butterfly-place,https://haverhillpl.assabetinteractive.com/museum-passes/by-museum/the-butterfly-place/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://haverhillpl.assabetinteractive.com/museum-passes/by-date/2026-may/27/the-butterfly-place/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
62,extra_assabet,woburn,Woburn Public Library,NOBLE,new-england-aquarium,new-england-aquarium,https://woburnpubliclibrary.assabetinteractive.com/museum-passes/by-museum/new-england-aquarium/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident wakefield card (same NOBLE network) blocked at card-validation""}",wakefield,rejected_resident,https://woburnpubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/new-england-aquarium/,2026-may/27,conclusive,
63,extra_assabet,tewksbury,Tewksbury Public Library,MVLC,boston-childrens-museum,boston-childrens-museum,https://tewksburypl.assabetinteractive.com/museum-passes/by-museum/boston-childrens-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://tewksburypl.assabetinteractive.com/museum-passes/by-date/2026-may/27/boston-childrens-museum/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
64,extra_assabet,wakefield,Lucius Beebe Memorial Library,NOBLE,boston-childrens-museum,boston-childrens-museum,https://wakefieldlibrary.assabetinteractive.com/museum-passes/by-museum/boston-childrens-museum/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident reading card (same NOBLE network) blocked at card-validation""}",reading,rejected_resident,https://wakefieldlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/boston-childrens-museum/,2026-may/27,conclusive,
65,extra_assabet,watertown,Watertown Free Public Library,Minuteman,the-discovery-museums,the-discovery-museums,https://watertownlib.assabetinteractive.com/museum-passes/by-museum/the-discovery-museums/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://watertownlib.assabetinteractive.com/museum-passes/by-date/2026-may/27/the-discovery-museums/,2026-may/27,conclusive,
66,extra_assabet,newton,Newton Free Library,Minuteman,larz-anderson-auto-museum,larz-anderson-auto-museum,https://newtonfreelibrary.assabetinteractive.com/museum-passes/by-museum/larz-anderson-auto-museum/,physical_circ,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://newtonfreelibrary.assabetinteractive.com/museum-passes/by-date/2026-may/30/larz-anderson-auto-museum/,2026-may/30,conclusive,<urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1081)>
67,extra_assabet,medford,Medford Public Library,Minuteman,the-house-of-seven-gables,the-house-of-seven-gables,https://medfordlibrary.assabetinteractive.com/museum-passes/by-museum/the-house-of-seven-gables/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://medfordlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/the-house-of-seven-gables/,2026-may/27,conclusive,
68,extra_assabet,watertown,Watertown Free Public Library,Minuteman,armenian-museum-of-america,armenian-museum-of-america,https://watertownlib.assabetinteractive.com/museum-passes/by-museum/armenian-museum-of-america/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://watertownlib.assabetinteractive.com/museum-passes/by-date/2026-may/29/armenian-museum-of-america/,2026-may/29,conclusive,
69,extra_assabet,beverly,Beverly Public Library,NOBLE,wenham-museum,wenham-museum,https://beverlypubliclibrary.assabetinteractive.com/museum-passes/by-museum/wenham-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://beverlypubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/wenham-museum/,2026-may/27,conclusive,
70,extra_assabet,maynard,Maynard Public Library,Minuteman,concord-museum,concord-museum,https://maynardpubliclibrary.assabetinteractive.com/museum-passes/by-museum/concord-museum/,physical_circ,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://maynardpubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/concord-museum/,2026-may/27,conclusive,
71,extra_assabet,north-reading,Flint Memorial Library,NOBLE,boston-by-foot,boston-by-foot,https://flintmemoriallibrary.assabetinteractive.com/museum-passes/by-museum/boston-by-foot/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident wakefield card (same NOBLE network) blocked at card-validation""}",wakefield,accepted,https://flintmemoriallibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/boston-by-foot/,2026-may/27,conclusive,"Structured data expects rejected_resident, but live card validation returned accepted."
72,extra_assabet,winchester,Winchester Public Library,Minuteman,mass-audubon-drumlin-farm,mass-audubon-drumlin-farm,https://winpublib.assabetinteractive.com/museum-passes/by-museum/mass-audubon-drumlin-farm/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident somerville card (same Minuteman network) blocked at card-validation""}",somerville,rejected_resident,https://winpublib.assabetinteractive.com/museum-passes/by-date/2026-may/27/mass-audubon-drumlin-farm/,2026-may/27,conclusive,
73,extra_assabet,medford,Medford Public Library,Minuteman,boston-childrens-museum,boston-childrens-museum,https://medfordlibrary.assabetinteractive.com/museum-passes/by-museum/boston-childrens-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://medfordlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/boston-childrens-museum/,2026-may/27,conclusive,
74,extra_assabet,reading,Reading Public Library,NOBLE,isabella-stewart-gardner-museum,isabella-stewart-gardner-museum,https://readingpl.assabetinteractive.com/museum-passes/by-museum/isabella-stewart-gardner-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://readingpl.assabetinteractive.com/museum-passes/by-date/2026-may/27/isabella-stewart-gardner-museum/,2026-may/27,conclusive,
75,extra_assabet,woburn,Woburn Public Library,NOBLE,museum-of-science,museum-of-science,https://woburnpubliclibrary.assabetinteractive.com/museum-passes/by-museum/museum-of-science/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident wakefield card (same NOBLE network) blocked at card-validation""}",wakefield,rejected_resident,https://woburnpubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/museum-of-science/,2026-may/27,conclusive,
76,extra_assabet,winchester,Winchester Public Library,Minuteman,plimoth-patuxet,plimoth-patuxet-museums,https://winpublib.assabetinteractive.com/museum-passes/by-museum/plimoth-patuxet-museums/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident somerville card (same Minuteman network) blocked at card-validation""}",somerville,rejected_resident,https://winpublib.assabetinteractive.com/museum-passes/by-date/2026-may/27/plimoth-patuxet-museums/,2026-may/27,conclusive,
77,extra_assabet,haverhill,Haverhill Public Library,MVLC,museum-of-printing,museum-of-printing,https://haverhillpl.assabetinteractive.com/museum-passes/by-museum/museum-of-printing/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://haverhillpl.assabetinteractive.com/museum-passes/by-date/2026-may/30/museum-of-printing/,2026-may/30,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
78,extra_assabet,wakefield,Lucius Beebe Memorial Library,NOBLE,harvard-museums-of-science-and-culture,harvard-museums-of-science-and-culture,https://wakefieldlibrary.assabetinteractive.com/museum-passes/by-museum/harvard-museums-of-science-and-culture/,physical_coupon,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident reading card (same NOBLE network) blocked at card-validation""}",reading,rejected_resident,https://wakefieldlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/harvard-museums-of-science-and-culture/,2026-may/27,conclusive,
79,extra_assabet,middleton,Flint Public Library,MVLC,ma-state-parks,massachusetts-state-parks-department-of-conservation-and-recreation,https://flintlibrary.assabetinteractive.com/museum-passes/by-museum/massachusetts-state-parks-department-of-conservation-and-recreation/,physical_circ,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://flintlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/massachusetts-state-parks-department-of-conservation-and-recreation/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
80,extra_assabet,andover,Memorial Hall Library,MVLC,seacoast-science-center,seacoast-science-center,https://mhl.assabetinteractive.com/museum-passes/by-museum/seacoast-science-center/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://mhl.assabetinteractive.com/museum-passes/by-date/2026-may/27/seacoast-science-center/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
81,extra_assabet,arlington,Robbins Library,Minuteman,harvard-museums-of-science-and-culture,harvard-museums-of-science-and-culture,https://robbinslibrary.assabetinteractive.com/museum-passes/by-museum/harvard-museums-of-science-and-culture/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://robbinslibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/harvard-museums-of-science-and-culture/,2026-may/27,conclusive,
82,extra_assabet,weston,Weston Public Library,Minuteman,plimoth-patuxet,plimoth-patuxet-museums,https://westonlibrary.assabetinteractive.com/museum-passes/by-museum/plimoth-patuxet-museums/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://westonlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/plimoth-patuxet-museums/,2026-may/27,conclusive,
83,extra_assabet,haverhill,Haverhill Public Library,MVLC,museum-of-science,museum-of-science,https://haverhillpl.assabetinteractive.com/museum-passes/by-museum/museum-of-science/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://haverhillpl.assabetinteractive.com/museum-passes/by-date/2026-may/27/museum-of-science/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
84,extra_assabet,wellesley,Wellesley Free Library,Minuteman,the-discovery-museums,the-discovery-museums,https://wellesleyfreelibrary.assabetinteractive.com/museum-passes/by-museum/the-discovery-museums/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident somerville card (same Minuteman network) blocked at card-validation""}",somerville,rejected_resident,https://wellesleyfreelibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/the-discovery-museums/,2026-may/27,conclusive,
85,extra_assabet,tewksbury,Tewksbury Public Library,MVLC,peabody-essex-museum,peabody-essex-museum,https://tewksburypl.assabetinteractive.com/museum-passes/by-museum/peabody-essex-museum/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://tewksburypl.assabetinteractive.com/museum-passes/by-date/2026-may/28/peabody-essex-museum/,2026-may/28,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
86,extra_assabet,woburn,Woburn Public Library,NOBLE,peabody-essex-museum,peabody-essex-museum,https://woburnpubliclibrary.assabetinteractive.com/museum-passes/by-museum/peabody-essex-museum/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident wakefield card (same NOBLE network) blocked at card-validation""}",wakefield,rejected_resident,https://woburnpubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/28/peabody-essex-museum/,2026-may/28,conclusive,
87,extra_assabet,bedford,Bedford Free Public Library,Minuteman,mass-audubon,mass-audubon,https://bedfordlibrary.assabetinteractive.com/museum-passes/by-museum/mass-audubon/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident somerville card (same Minuteman network) accepted at card-validation (advanced to reserver-info; not booked)""}",somerville,accepted,https://bedfordlibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/mass-audubon/,2026-may/27,conclusive,
88,extra_assabet,melrose,Melrose Public Library,NOBLE,isabella-stewart-gardner-museum,isabella-stewart-gardner-museum,https://melrosepubliclibrary.assabetinteractive.com/museum-passes/by-museum/isabella-stewart-gardner-museum/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wakefield card (same NOBLE network) accepted at card-validation (advanced to reserver-info; not booked)""}",wakefield,accepted,https://melrosepubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/isabella-stewart-gardner-museum/,2026-may/27,conclusive,
89,extra_assabet,wellesley,Wellesley Free Library,Minuteman,mfa,museum-of-fine-arts,https://wellesleyfreelibrary.assabetinteractive.com/museum-passes/by-museum/museum-of-fine-arts/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident somerville card (same Minuteman network) blocked at card-validation""}",somerville,rejected_resident,https://wellesleyfreelibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/museum-of-fine-arts/,2026-may/27,conclusive,
90,extra_assabet,lynn,Lynn Public Library,NOBLE,isabella-stewart-gardner-museum,isabella-stewart-gardner-museum,https://lynnpubliclibrary.assabetinteractive.com/museum-passes/by-museum/isabella-stewart-gardner-museum/,digital_email,rejected_resident,True,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe_card_ownership"", ""evidence"": ""non-resident wakefield card (same NOBLE network) blocked at card-validation""}",wakefield,rejected_resident,https://lynnpubliclibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/isabella-stewart-gardner-museum/,2026-may/27,conclusive,
91,extra_assabet,burlington,Burlington Public Library,MVLC,harvard-museums-of-science-and-culture,harvard-museums-of-science-and-culture,https://burlington.assabetinteractive.com/museum-passes/by-museum/harvard-museums-of-science-and-culture/,physical_coupon,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://burlington.assabetinteractive.com/museum-passes/by-date/2026-may/27/harvard-museums-of-science-and-culture/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
92,extra_assabet,methuen,Nevins Memorial Library,MVLC,seacoast-science-center,seacoast-science-center,https://nevinslibrary.assabetinteractive.com/museum-passes/by-museum/seacoast-science-center/,digital_email,accepted,False,"{""restricted"": ""no"", ""scope"": null, ""source"": ""booking_probe"", ""evidence"": ""non-resident wilmington card (same MVLC network) accepted at card-validation (advanced to reserver-info; not booked)""}",wilmington,rejected_resident,https://nevinslibrary.assabetinteractive.com/museum-passes/by-date/2026-may/27/seacoast-science-center/,2026-may/27,conclusive,"Structured data expects accepted, but live card validation returned rejected_resident."
